"team .colname","total .colname","attack .colname","defense .colname","n .colname","region .colname","city .colname","fall.league .colname","other .colname"
"TC United Navy G06",429,0.37,0.21,17,"WA","Lacey","PSPL Classic 1 U11",""
"PacNW Blue G06",429,0.44,0.17,14,"WA","Tukwila","RCL G06 Div 2 9Aside",""
"MRFC Blue G06",428,0.54,0.14,14,"WA","Bonney Lake","PSPL Classic 1 U11",""
"NSC Storm White G06",426,0.18,0.42,13,"WA","Woodinvile","NPSL Div 2 (06) U11",""
"Highline Select G06",423,0.38,0.19,12,"WA","Burien","NPSL Div 2 (06) U11",""
"Cascade FC Green G06",417,0.34,0.21,14,"WA","Snoqualmie","PSPL Classic 2 U11",""
"GS Surf B G06",414,0.36,0.19,11,"WA","Bothel","RCL G06 Div 3 9Aside",""
"CWSA Navy G06",413,0.37,0.19,11,"WA","Yakima","PSPL Classic 2 U11",""
"ETFC Arsenal Black G06",411,0.34,0.2,11,"OR","Eugene","PTT G06 Premier",""
"Eastside Timbers Red G06",394,0.38,0.16,8,"OR","Gresham","PTT G06 Div 1 Red",""
"Snohomish United Black G06",391,0.3,0.19,16,"WA","Snohomish","RCL G06 Div 2 9Aside",""
"Whatcom FC Rangers Gold G06",385,0.31,0.18,10,"WA","Bellingham","",""
"Crossfire Premier C G06",379,0.33,0.17,19,"WA","Redmond","RCL G06 Div 3 9Aside",""
"Westside Timbers Samba TS G06",377,0.18,0.29,24,"OR","Beaverton","PTT G06 Div 1 Red",""
"HSC Lioness G06",371,0.35,0.15,21,"OR","Hillsboro","PTT G06 Div 1 White",""
"Spokane Sounders A North G06",367,0.31,0.16,18,"WA","Spokane","IPL East U11",""
"MVP Marauders Navy G06",363,0.26,0.19,14,"WA","Maple Valley","PSPL Classic 1 U11",""
"Seattle United Shoreline Blue G06",362,0.22,0.22,16,"WA","Seattle","NPSL Div 1 (06) U11",""
"CYSA Timber Barons Green G06",360,0.23,0.21,18,"WA","Kelso","PTT G06 Div 1 White",""
"Washington Timbers Red 2 G06",359,0.29,0.16,16,"WA","Vancouver","PTT G06 Div 1 Red",""
"Harbor Premier Green G06",355,0.2,0.23,19,"WA","Gig Harbor","RCL G06 Div 2 9Aside",""
"Table Rock Punishers G06",351,0.24,0.18,12,"OR","","SOCL Pacific Crest U12",""
"Spokane Foxes Mayhem G06",345,0.28,0.15,14,"WA","Spokane","PSPL-Inland Copa 1 U11",""
"CSC Storm G06",343,0.22,0.19,19,"OR","Corvallis","PTT G06 Div 1 Red",""
"Nortac Sparta Red G06",340,0.17,0.25,12,"WA","Tacoma","PSPL WSPL 1 U11",""
"Pacific FC Earthquakes G06",327,0.33,0.12,16,"WA","Battleground","PTT G06 Div 1 Red",""
"Nortac Sparta White G06",311,0.24,0.14,12,"WA","Tacoma","PSPL Copa Blue U11",""
"Eastside FC Blue G06",310,0.23,0.15,19,"WA","Preston","RCL G06 Div 3 9Aside",""
"NW United Black G06",306,0.32,0.1,19,"WA","Burlington","RCL G06 Div 3 9Aside",""
"FC Portland White G06",306,0.3,0.11,15,"OR","Portland","PTT G06 Div 1 White",""
"Seattle United NE Blue G06",305,0.22,0.14,18,"WA","Seattle","NPSL Div 1 (06) U11",""
"Crossfire OR WUSC Navy G06",304,0.2,0.16,15,"OR","West Linn","PTT G06 Div 1 White",""
"Spokane Sounders B Valley G06",303,0.25,0.13,21,"WA","Spokane","IPL East U11",""
"Dragons FC G06",302,0.34,0.09,10,"WA","Seattle","PSPL Classic 2 U11",""
"Three Rivers SC Black G06",288,0.25,0.11,14,"WA","Pasco","PSPL-Inland Copa 1 U11",""
"Capital FC Timbers Black G06",287,0.18,0.15,20,"OR","Salem","PTT G06 Div 1 Red",""
"Seattle United W Blue G06",285,0.16,0.18,14,"WA","Seattle","NPSL Div 2 (06) U11",""
"West Seattle En Fuego G06",283,0.17,0.16,15,"WA","West Seattle","NPSL Div 3 (06) U11",""
"ASE Hanson G06",280,0.2,0.13,13,"WA","","PSPL-Inland Copa 1 U11",""
"Crossfire OR LOSC Blue I G06",270,0.23,0.11,10,"OR","Lake Oswego","PTT G06 Div 1 Red",""
"ETFC Arsenal Red G06",269,0.19,0.13,14,"OR","Eugene","PTT G06 Div 1 White",""
"WA Rush Nero G06",262,0.24,0.1,14,"WA","Everett","RCL G06 Div 4 9Aside",""
"ISC Gunners B G06",258,0.22,0.1,16,"WA","Issaquah","PSPL Classic 1 U11",""
"Sting SC Timbers Green G06",256,0.19,0.12,11,"ID","","IPL East U11",""
"RV Slammers Orange G06",254,0.18,0.12,14,"WA","Auburn","NPSL Div 2 (06) U11",""
"PacNW Gold G06",250,0.19,0.11,16,"WA","Tukwila","RCL G06 Div 4 9Aside",""
"Pacific FC Avalanche G06",247,0.18,0.12,17,"WA","Battleground","PTT G06 Div 2 East",""
"Pacific FC Spirit G06",236,0.2,0.1,22,"WA","Battleground","PTT G06 Div 2 East",""
"Seattle United S Blue G06",230,0.09,0.2,11,"WA","Seattle","NPSL Div 1 (06) U11",""
"Crossfire Select Baba G06",222,0.2,0.09,16,"WA","Redmond","NPSL Div 1 (06) U11",""
"Spokane Sounders A South G06",218,0.18,0.1,14,"WA","Spokane","IPL West U11, IPL East U11",""
"BSC Portland Black G06",218,0.17,0.11,9,"OR","Portland","PTT G06 Div 1 White",""
"Bend FC Timbers Deschutes G06",214,0.18,0.1,16,"OR","Bend","PTT G06 Div 1 Red",""
"Bellevue United G06",212,0.15,0.11,11,"WA","Bellevue","NPSL Div 2 (06) U11",""
"Indie Chicas Lime G06",209,0.13,0.13,10,"ID","Eagle","Idaho D3 U11 North U11","NWCL 06"
"Wenatchee Valley United G06",208,0.21,0.08,10,"WA","Wenatchee","PSPL Classic 2 U11",""
"Sting SC Timbers Yellow G06",206,0.17,0.1,9,"ID","","IPL East U11",""
"GS Surf C G06",206,0.15,0.11,14,"WA","Bothel","RCL G06 Div 4 9Aside",""
"FC Spokane Black Bliss G06",204,0.15,0.11,9,"WA","Spokane","IPL East U11",""
"Westside Timbers Copa G06",202,0.21,0.07,18,"OR","Beaverton","PTT G06 Div 1 Red",""
"PCU Black G06",199,0.17,0.09,21,"OR","Portland","PTT G06 Div 1 White",""
"West Narrows FC Blue G06",193,0.18,0.08,13,"WA","Gig Harbor","PSPL Copa Red U11",""
"PSA Force G06",190,0.12,0.13,14,"WA","Marysville","NPSL Div 1 (06) U11",""
"PacNW White G06",189,0.2,0.07,13,"WA","Tukwila","RCL G06 Div 3 9Aside",""
"Eastside Timbers Black G06",189,0.16,0.09,17,"OR","Gresham","PTT G06 Div 2 East",""
"SESC Pumas G06",186,0.27,0.05,16,"OR","","PTT G06 Div 2 East",""
"Washington Timbers White 1 G06",183,0.14,0.1,19,"WA","Vancouver","PTT G06 Div 2 East",""
"NPSA Titans Navy Mercer Island G06",183,0.23,0.06,8,"WA","Mercer Island","PSPL Copa Red U11",""
"FC West G06",175,0.09,0.14,14,"OR","Forest Grove","PTT G06 Div 2 West",""
"Seattle Celtic White G06",155,0.14,0.08,14,"WA","Seattle","PSPL Classic 1 U11, PSPL Classic 2 U11",""
"THUSC Oxygen G06",151,0.14,0.08,19,"OR","Tualatin Hills","PTT G06 Div 1 White",""
"THUSC Nitrogen White G06",151,0.11,0.1,14,"OR","Tualatin Hills","PTT G06 Div 2 West",""
"FC Salmon Creek Nemesis White G06",151,0.14,0.08,13,"WA","Salmon Creek","PTT G06 Div 2 East",""
"Oregon City Ambush G06",150,0.12,0.1,15,"OR","","PTT G06 Div 1 Red",""
"FPSC Fury Black G06",142,0.14,0.08,16,"WA","Tacoma","PSPL WSPL 1 U11",""
"FWFC White G06",127,0.12,0.08,16,"WA","Federal Way","RCL G06 Div 3 9Aside",""
"Bend FC Timbers Bachelor G06",122,0.14,0.06,15,"OR","Bend","PTT G06 Div 1 White",""
"Breakers Red Tobin G06",119,0.1,0.08,17,"WA","Spokane","PSPL-Inland Copa 1 U11",""
"Kent United Green G06",112,0.12,0.07,10,"WA","Kent","NPSL Div 2 (06) U11",""
"MVP Marauders White G06",110,0.14,0.06,15,"WA","Maple Valley","PSPL Copa Blue U11",""
"FC Spokane Black Reidt G06",101,0.11,0.07,11,"WA","Spokane","IPL East U11",""
"Southlake Select Red G06",92,0.12,0.06,11,"WA","Renton","NPSL Div 3 (06) U11",""
"Seattle Celtic Orange G06",82,0.12,0.06,14,"WA","Seattle","PSPL Copa Red U11",""
"NW United Red G06",76,0.1,0.06,8,"WA","Burlington","RCL G06 Div 4 9Aside",""
"FC Portland Red G06",64,0.13,0.05,9,"OR","Portland","PTT G06 Div 2 West",""
"Fuerza FC Academy G06",60,0.12,0.05,8,"WA","Marysville","PSPL Copa Red U11",""
"NSC Impact Black G06",58,0.13,0.04,15,"WA","Woodinvile","NPSL Div 3 (06) U11",""
"MIFC Islanders G06",58,0.11,0.05,12,"WA","Mercer Island","NPSL Div 3 (06) U11",""
"MRFC White G06",43,0.07,0.07,9,"WA","Bonney Lake","PSPL Copa Blue U11",""
"Crossfire OR SSC Blue I G06",43,0.05,0.1,14,"OR","Tigard","PTT G06 Div 2 South",""
"SGESC Fusion Navy G06",39,0.12,0.04,11,"WA","Graham","PSPL Copa Blue U11",""
"BIFC Blue G06",33,0.07,0.07,10,"WA","Bainbridge","NPSL Div 2 (06) U11",""
"Crossfire Select Leskinen G06",27,0.06,0.08,14,"WA","Redmond","NPSL Div 2 (06) U11",""
"FSC Roses Red G06",7,0.09,0.04,8,"OR","","PTT G06 Div 2 West",""
"NEU Silver G06",5,0.06,0.06,13,"OR","Portland","PTT G06 Div 2 East",""
"SSC Shadow United White G06",-3,0.11,0.04,11,"WA","Spokane","IPL West U11, IPL East U11",""
"Crossfire OR LOSC Blue II G06",-16,0.13,0.03,9,"OR","Lake Oswego","PTT G06 Div 2 South",""
"SGESC Fusion White G06",-23,0.1,0.03,8,"WA","Graham","PSPL Copa Blue U11",""
"Newport FC G06",-26,0.08,0.04,8,"WA","Bellevue","NPSL Div 3 (06) U11",""
"Breakers Red Averett G06",-30,0.09,0.03,9,"WA","","PSPL-Inland Copa 2 U11",""
"Harbor Premier White G06",-46,0.09,0.03,12,"WA","Gig Harbor","RCL G06 Div 4 9Aside",""
"Emerald City FC Green G06",-67,0.04,0.06,9,"WA","Seattle","PSPL Classic 2 U11",""
"ASE Hat Tricksters G06",-104,0.06,0.03,9,"WA","Pasco","PSPL-Inland Copa 2 U11",""
"Lake Hills Shadow G06",-134,0.05,0.03,9,"WA","Bellevue","NPSL Div 3 (06) U11",""
"Cheney Storm FC G06",-148,0.03,0.05,10,"WA","Cheney","PSPL-Inland Copa 2 U11",""
"THUSC Nobelium G06",-162,0.04,0.03,8,"OR","Tualatin Hills","PTT G06 Div 2 South",""
"FC Columbia County G06",-164,0.03,0.04,13,"OR","","PTT G06 Div 2 West",""
"Molalla YS Mayhem G06",-171,0.05,0.03,8,"OR","Molalla","PTT G06 Div 2 South",""
"Seattle United NE White G06",-188,0.03,0.03,12,"WA","Seattle","NPSL Div 3 (06) U11",""
"Eastside FC Grey G06",-216,0.02,0.04,13,"WA","Preston","RCL G06 Div 4 9Aside",""
"FME Fusion G06",-232,0.06,0.01,8,"WA","Fife","NPSL Div 3 (06) U11",""
"LYS Red Cheetahs G06",-235,0.03,0.03,9,"OR","","PTT G06 Div 2 West",""
"Breakers Red Christy G06",-246,0.02,0.03,8,"WA","","PSPL-Inland Copa 1 U11",""
