"name","alt.name","venue"
"ISC Gunners A B00","ISC GUNNERS FC ISC GUNNERS B00 A (WA)","Timbers Winter Showcase 2000 Showcase U18"
"Jefferson YSA B98","JEFFERSON YSA BOYS 1998","Yellowstone Cup Boys U18/19"
"Kent United Green B00","Kent United B00 Green","Labor Day Cup BU18"
"Kent United Green B00","Kent United B00 Green","RCL B00 Div 2"
"Kent United Green B00","KYSA KENT UNITED B00 GREEN (WA)","Nike Crossfire Challenge Gold Group U18"
"Kitsap Alliance FC Red B00","Kitsap Alliance FC - B00 A","RCL B00 Div 2"
"Kitsap Alliance FC Red B00","KITSAP ALLIANCE FC B00A","Labor Day Cup BU18"
"Kitsap Alliance FC Red B00","KITSAP ALLIANCE FC KAFC B00 A (WA)","Timbers Winter Showcase 2000 Showcase U18"
"Kitsap Alliance FC White B00","Kitsap Alliance FC - B00 B","RCL B00 Div 3"
"Kitsap Alliance FC White B00","Kitsap Alliance FC B00B","Labor Day Cup BU18"
"La Roca Futbol Club South B00","LA ROCA S 00 AB","FWRL Desert 2000 U18"
"Langley United Dragons B00","LANGLEY UNITED METRO-PALNI (CND)","Timbers Winter Showcase 2000 Showcase U18"
"LASC Cuervos B99","Cuervos FC 99B","PTT B00 BHS"
"Madison United B99","UPPER VALLEY SOCCER FOUNDATION MADISON UNITED SP17 BOYS U18","Yellowstone Cup Boys U18/19"
"MRFC Blue B00","MRFC B00 Finseth","PSPL WSPL 2 U18"
"MRFC Blue B00","MT. RAINIER FC MRFC B00 FINSETH (WA)","WA Cup Silver U18"
"Newport FC Barca B01","Newport FC B01 Barca","Crossfire Select U18 Gold"
"Nortac Sparta Red B00","NORTAC SPARTA B00 Red","PSPL Classic West U18"
"Nortac Sparta Red B00","NORTAC SPARTA B00 RED (WA)","WA Cup Silver U18"
"Nortac Sparta Red B01","Sparta B01 Red","Crossfire Select U18 Gold"
"North Idaho Inferno Orange B02","NORTH IDAHO INFERNO FC 02B ORANGE (DB) (ID)","River City Cup U16-U18 Boys (00,01,02) U18"
"NSC Impact B00","NSC B00 Impact (WA)","NPSL DIVISION 1 (00) U18"
"NSC White B01","NSC Wave","Crossfire Select U18 Gold"
"NW United Black B00","Northwest United - BU18 Black","RCL B00 Div 3"
"Pacific FC Blue B01","Pacific FC 01B Blue","PTT B00 BHS"
"Pacific FC Blue-United B00","PACIFIC FC - UNITED (WA)","WA Cup Gold U18"
"Pacific FC Blue-United B00","Pacific FC B00-United","PSPL WSPL 1 U18"
"Pacific FC Dynamo B02","Pacific FC 02B Dynamo","PTT B00 BHS"
"Pacific FC Orange-Galaxy B00","Pacific FC 00 Orange","PSPL Classic West U18"
"PacNW Blue B00","PACIFIC NORTHWEST SC PACNW 00 BLUE (WA)","Nike Crossfire Challenge Gold Group U18"
"PacNW Blue B00","PacNW B00 Blue B","RCL B00 Div 2"
"PacNW Maroon B00","PACIFIC NORTHWEST SC PACNW 00 MAROON (WA)","Nike Crossfire Challenge Super Group U18"
"PacNW Maroon B00","PacNW B00 Maroon A","RCL B00 Div 1"
"PacNW Maroon B00","PACNW B00 MAROON (WA)","Timbers Winter Showcase 2000 FWRL U18"
"PacNW White B00","PacNW B00 White C","RCL B00 Div 3"
"Palo Alto SC Blue B00","PALO ALTO SC 00B BLUE","FWRL CAN CRL U18"
"PCSC Cosmos B00","PCSC Cosmos FC","PSPL WNPL U18"
"PCU Red B00","PORTLAND CITY UNITED PCU 00B RED","Showcase of Champions U18 Boys"
"PCU Red B00","PORTLAND CITY UNITED PCU 00B RED (OR)","Timbers Winter Showcase 2000 Showcase U18"
"Players Elite B00","Players SC 00 Elite (NV) (SC)","Far West Regionals U17"
"Pumas UNAM B00","Pumas Seattle BU18","Labor Day Cup BU18"
"Pumas UNAM B00","Pumas UNAM 00 Winlock","PSPL WSPL 2 U18"
"PVSC United B98","PVSC UNITED","Yellowstone Cup Boys U18/19"
"Rio Rapids SC B00","Rio Rapids 00 (NM) (SC)","Far West Regionals U17"
"Rio Rapids SC B00","RIO RAPIDS SC 00","FWRL Desert 2000 U18"
"RSA Elite B00","RSA Elite B00 Megson","Labor Day Cup BU18"
"RSA Elite B00","RSA Elite B00 Megson","PSPL WSPL 2 U18"
"RSA Elite B00","RSA ELITE BU18 MEGSON (WA)","WA Cup Gold U18"
"Santa Barbara SC Academy B00","Santa Barbara S.C. B2000Premier","FWRL CAS B00"
"Santa Clara Sporting Green B00","Santa Clara Sporting 00 Green (CA-N)","Far West Regionals U17"
"Santa Clara Sporting Green B00","SANTA CLARA SPORTING 00B GREEN","FWRL CAN CRL U18"
"Santa Clara Sporting White B00","SANTA CLARA SPORTING 00B WHITE","FWRL CAN CRL U18"
"Santa Clara Sporting White B00","Santa Clara Sporting 00B White (CA-N) (FWCN)","Far West Regionals U17"
"SC Del Sol B00","SC DEL SOL 2000 BOYS","FWRL Desert 2000 U18"
"Seattle United Copa B00","Seattle United B00 Copa A","RCL B00 Div 1"
"Seattle United Copa B00","Seattle United Copa (WA) (SC)","Far West Regionals U17"
"Seattle United S Black B00","Seattle United South B00 Black","NPSL DIVISION 1 (00) U18"
"Seattle United S Black B01","Seattle United South Blue 01","Crossfire Select U18 Gold"
"Seattle United Samba B00","Seattle United B00 Samba C","RCL B00 Div 3"
"Seattle United Shoreline Blue B01","SU Shoreline B01 Blue","Crossfire Select U18 Gold"
"Seattle United Tango B00","Seattle United B00 Tango B","RCL B00 Div 2"
"Seattle United W Blue B00","Seattle United West B00 Blue","NPSL DIVISION 1 (00) U18"
"Seattle United W Blue B01","SU West B01 Blue","Crossfire Select U18 Gold"
"SGESC Fusion B00","FUSION B00 (WA)","WA Cup Silver U18"
"SGESC Fusion B00","SGEOSC Fusion 00' Wegleitner","PSPL Classic West U18"
"Slammers FC B00","Slammers FC B00 JL","FWRL CAS B00"
"Slammers Orange B00","Rainier Valley Slammers","RCL B00 Div 2"
"Snohomish United Red B00","Snohomish United B00 Red","NPSL DIVISION 1 (00) U18"
"South Kitsap United B00","SKSC B2000","PSPL Classic West U18"
"South Kitsap United B00","SOUTH KITSAP SOCCER CLUB SKSC B2000 (WA)","WA Cup Silver U18"
"South Mason Shelton B00","South Mason Shelton B00","NPSL DIVISION 1 (00) U18"
